uptime;angle;pulse_us;done
45151210;55;1111;0
45161206;51;1066;0
45211304;125;1888;0
45221285;55;1111;0
45231313;125;1888;0
45241308;58;1144;0
45251325;55;1111;0
45261300;51;1066;0
45292516;100;1611;0
45301207;51;1066;0
45321189;129;1933;0
45331188;51;1066;0
45351303;47;1022;0
45361317;129;1933;0
45371297;74;1322;0
45381299;51;1066;0
45391309;55;1111;0
45401588;92;1522;0
45411286;51;1066;0
45422042;129;1933;0
45431201;66;1233;0
45451201;51;1066;0
45461209;55;1111;0
45641308;125;1888;0
45651313;51;1066;0
45661301;129;1933;0
45671870;57;1133;0
45681357;51;1066;0
45731199;129;1933;0
45741190;69;1266;0
45751216;47;1022;0
45761192;57;1133;0
45792169;51;1066;0
45801210;54;1100;0
45811192;55;1111;0
45842067;56;1122;0
45851215;55;1111;0
45891209;125;1888;0
45901190;69;1266;0
45911206;55;1111;0
45961203;125;1888;0
45971493;63;1200;0
45981477;55;1111;0
46002018;125;1888;0
46011204;75;1333;0
46031198;55;1111;0
46052125;125;1888;0
46061174;55;1111;0
46081176;51;1066;0
46102035;129;1933;0
46111208;51;1066;0
46131196;105;1666;0
46141185;54;1100;0
46151216;129;1933;0
46161208;84;1433;0
46171549;55;1111;0
46192487;129;1933;0
46201242;51;1066;0
46221382;125;1888;0
46231216;58;1144;0
46241202;125;1888;0
46251202;76;1344;0
46261229;88;1477;0
46271411;78;1366;0
46281220;51;1066;0
46302290;129;1933;0
46311232;54;1100;0
46321400;55;1111;0
46331204;124;1877;0
46341183;63;1200;0
46351211;55;1111;0
46361205;52;1077;0
46371536;55;1111;0
46392170;125;1888;0
46401211;70;1277;0
46411512;82;1411;0
46421440;55;1111;0
46442023;125;1888;0
46451214;81;1400;0
46471392;55;1111;0
46491302;125;1888;0
46501290;70;1277;0
46511602;51;1066;0
46551199;47;1022;0
46561192;133;1977;0
46674142;59;1155;0
46681364;47;1022;0
46691314;51;1066;0
46702088;129;1933;0
46711199;88;1477;0
46731213;51;1066;0
46741228;74;1322;0
46751234;51;1066;0
46761190;64;1211;0
46771218;129;1933;0
46781530;107;1688;0
46792195;76;1344;0
46801189;94;1544;0
46821191;55;1111;0
46831208;62;1188;0
46841210;107;1688;0
46851203;68;1255;0
46861211;55;1111;0
46882687;125;1888;0
46891219;66;1233;0
46911189;51;1066;0
46931398;129;1933;0
46941206;75;1333;0
46951226;129;1933;0
46961186;96;1566;0
46972225;51;1066;0
46981425;58;1144;0
47001218;51;1066;0
47022025;129;1933;0
47031407;102;1633;0
47051187;51;1066;0
47091571;129;1933;0
47101309;93;1533;0
47111307;51;1066;0
47132350;129;1933;0
47141186;70;1277;0
47161204;93;1533;0
47171173;74;1322;0
47181204;47;1022;0
47353593;90;1500;0
