uptime;angle;pulse_us;done
18052892;127;1911;0
18062020;125;1888;0
18072533;135;2000;0
18081806;127;1911;0
18092497;87;1466;0
18101828;122;1855;0
18112681;135;2000;0
18121827;126;1900;0
18132507;78;1366;0
18141824;121;1844;0
18152908;135;2000;0
18162107;123;1866;0
18172640;72;1300;0
18181931;119;1822;0
18192596;135;2000;0
18201914;122;1855;0
18212790;135;2000;0
18221815;126;1900;0
18232524;111;1733;0
18241817;124;1877;0
18252505;91;1511;0
18262363;121;1844;0
18272527;122;1855;0
18281830;121;1844;0
18292532;135;2000;0
18301826;125;1888;0
18312731;82;1411;0
18321813;121;1844;0
18332512;135;2000;0
18341818;125;1888;0
18352491;128;1922;0
18412250;126;1900;0
18421991;118;1811;0
18431938;125;1888;0
18442685;115;1777;0
18451913;124;1877;0
18462853;127;1911;0
18471811;124;1877;0
18482500;133;1977;0
18491816;125;1888;0
18502557;57;1133;0
18512397;118;1811;0
18522526;135;2000;0
18531812;124;1877;0
18542543;132;1966;0
18551829;125;1888;0
18562712;116;1788;0
18571819;125;1888;0
18582553;87;1466;0
18591843;120;1833;0
18602513;119;1822;0
18612499;120;1833;0
18622515;135;2000;0
18631822;123;1866;0
18642519;86;1455;0
18651838;120;1833;0
18662718;135;2000;0
18671817;122;1855;0
18682531;129;1933;0
18691819;122;1855;0
18702518;132;1966;0
18711992;123;1866;0
18722904;85;1444;0
18731854;120;1833;0
18742690;118;1811;0
18751924;119;1822;0
18762826;135;2000;0
18771825;123;1866;0
18782526;111;1733;0
18791827;121;1844;0
18802520;106;1677;0
18812105;120;1833;0
18822911;135;2000;0
18831822;122;1855;0
18842640;133;1977;0
18851951;124;1877;0
18862803;85;1444;0
18871826;120;1833;0
18882518;135;2000;0
18891850;122;1855;0
18902571;86;1455;0
18912423;119;1822;0
18922518;133;1977;0
18932203;122;1855;0
18942989;135;2000;0
18951816;125;1888;0
18962852;105;1666;0
18972334;122;1855;0
18992373;102;1633;0
19001948;121;1844;0
19012223;135;2000;0
19021925;123;1866;0
19032300;135;2000;0
19042312;124;1877;0
19051960;115;1777;0
19062128;123;1866;0
19072403;94;1544;0
19081917;121;1844;0
19091933;135;2000;0
19102333;125;1888;0
19112122;120;1833;0
19121906;124;1877;0
19132823;96;1566;0
19141922;122;1855;0
19151933;135;2000;0
19162121;126;1900;0
19171952;111;1733;0
19181916;124;1877;0
19191905;82;1411;0
19201941;120;1833;0
19212236;110;1722;0
19221934;118;1811;0
19231938;135;2000;0
19242316;124;1877;0
19251952;108;1700;0
19262089;123;1866;0
19271954;135;2000;0
19281920;124;1877;0
19291938;107;1688;0
19301932;123;1866;0
19312116;81;1400;0
19321931;119;1822;0
19331935;135;2000;0
19341904;125;1888;0
19352322;94;1544;0
19362136;122;1855;0
19371967;111;1733;0
19381936;122;1855;0
19391955;127;1911;0
19401916;122;1855;0
19463214;115;1777;0
19472098;135;2000;0
19481948;122;1855;0
19492856;135;2000;0
19501819;126;1900;0
19512705;108;1700;0
19521820;124;1877;0
19532521;128;1922;0
19541818;125;1888;0
19562001;124;1877;0
19572940;98;1588;0
19581804;122;1855;0
19592607;111;1733;0
19601968;121;1844;0
19612818;135;2000;0
19621815;125;1888;0
19632508;106;1677;0
19641843;124;1877;0
19652535;128;1922;0
19662092;123;1866;0
19672547;118;1811;0
19682253;123;1866;0
19692508;135;2000;0
19701833;124;1877;0
