uptime;angle;pulse_us;done
18202345;68;1255;0
18213277;50;1055;0
18222252;64;1211;0
18233014;79;1377;0
18242283;66;1233;0
18252995;99;1600;0
18262844;69;1266;0
18273015;68;1255;0
18282270;69;1266;0
18293000;50;1055;0
18302292;65;1222;0
18313231;108;1700;0
18322254;69;1266;0
18333011;50;1055;0
18342260;65;1222;0
18352958;64;1211;0
18412751;66;1233;0
18422471;72;1300;0
18432393;65;1222;0
18443177;75;1333;0
18452396;66;1233;0
18463360;63;1200;0
18472240;66;1233;0
18482962;57;1133;0
18492263;65;1222;0
18503040;133;1977;0
18512894;72;1300;0
18523026;50;1055;0
18532267;66;1233;0
18543027;58;1144;0
18552269;65;1222;0
18563209;76;1344;0
18572268;67;1244;0
18583043;103;1644;0
18592292;70;1277;0
18602993;71;1288;0
18612982;70;1277;0
18623013;50;1055;0
18632268;67;1244;0
18642992;104;1655;0
18652286;70;1277;0
18663218;51;1066;0
18672256;68;1255;0
18683003;61;1177;0
18692267;68;1255;0
18702988;58;1144;0
18712441;67;1244;0
18723404;105;1666;0
18732288;70;1277;0
18743170;72;1300;0
18752373;71;1288;0
18763321;50;1055;0
18772258;67;1244;0
18782994;77;1355;0
18792274;67;1244;0
18802987;82;1411;0
18812547;68;1255;0
18823444;49;1044;0
18832263;66;1233;0
18843118;57;1133;0
18852386;66;1233;0
18863292;105;1666;0
18872261;70;1277;0
18882990;49;1044;0
18892290;66;1233;0
18903045;104;1655;0
18912833;71;1288;0
18923021;50;1055;0
18932666;68;1255;0
18943406;50;1055;0
18952257;65;1222;0
18963327;83;1422;0
18972748;66;1233;0
18992791;88;1477;0
19002399;69;1266;0
19012728;53;1088;0
19022371;67;1244;0
19032790;54;1100;0
19042727;66;1233;0
19052448;75;1333;0
19062600;67;1244;0
19072821;98;1588;0
19082377;71;1288;0
19092413;50;1055;0
19102743;65;1222;0
19112602;70;1277;0
19122349;66;1233;0
19133250;94;1544;0
19142375;68;1255;0
19152428;50;1055;0
19162575;64;1211;0
19172428;79;1377;0
19182352;66;1233;0
19192389;108;1700;0
19202396;70;1277;0
19212745;78;1366;0
19222388;70;1277;0
19232421;50;1055;0
19242783;66;1233;0
19252442;84;1433;0
19262558;69;1266;0
19272456;50;1055;0
19282366;66;1233;0
19292429;83;1422;0
19302385;67;1244;0
19312599;109;1711;0
19322364;71;1288;0
19332406;50;1055;0
19342336;65;1222;0
19352815;94;1544;0
19362593;66;1233;0
19372448;79;1377;0
19382380;68;1255;0
19392442;63;1200;0
19402366;68;1255;0
19463739;75;1333;0
19472596;50;1055;0
19482383;68;1255;0
19493352;50;1055;0
