@20260609_104635_238_accel_adxl375.csv@uptime;ax;ay;az
@20260609_104635_238_accel_adxl375.csv@734120831;0.0;0.0;0.95
@20260609_104635_238_accel_adxl375.csv@734171005;0.0;0.0;1.002
@20260609_104635_238_accel_adxl375.csv@734220829;0.0;0.0;1.072
@20260609_104635_238_accel_adxl375.csv@734270998;0.0;0.0;0.989
@20260609_104635_238_accel_adxl375.csv@734320858;0.0;0.0;1.018
@20260609_104635_238_accel_adxl375.csv@734364119;0.0;0.0;1.067
@20260609_104635_238_accel_adxl375.csv@734410952;0.0;0.0;0.964
@20260609_104635_238_accel_adxl375.csv@734460838;0.0;0.0;0.957
@20260609_104635_238_accel_adxl375.csv@734510982;0.0;0.0;1.101
@20260609_104635_238_accel_adxl375.csv@734560847;0.0;0.0;0.979
@20260609_104635_238_accel_adxl375.csv@734610957;0.0;0.0;1.049
@20260609_104635_238_accel_adxl375.csv@734660790;0.0;0.0;1.003
@20260609_104635_238_accel_adxl375.csv@734710989;0.0;0.0;1.113
@20260609_104635_238_accel_adxl375.csv@734760830;0.0;0.0;1.057
@20260609_104635_238_accel_adxl375.csv@734811436;0.0;0.0;1.096
@20260609_104635_238_accel_adxl375.csv@734860854;0.0;0.0;0.989
@20260609_104635_238_accel_adxl375.csv@734911124;0.0;0.0;0.943
@20260609_104635_238_accel_adxl375.csv@734960831;0.0;0.0;1.008
@20260609_104635_238_accel_adxl375.csv@735003977;0.0;0.0;1.13
@20260609_104635_238_accel_adxl375.csv@735050982;0.0;0.0;0.953
@20260609_104635_238_accel_adxl375.csv@735100818;0.0;0.0;1.062
@20260609_104635_238_accel_adxl375.csv@735150988;0.0;0.0;0.952
@20260609_104635_238_accel_adxl375.csv@735200826;0.0;0.0;1.001
@20260609_104635_238_accel_adxl375.csv@735250996;0.0;0.0;1.064
@20260609_104635_238_accel_adxl375.csv@735300812;0.0;0.0;1.028
@20260609_104635_238_accel_adxl375.csv@735351022;0.0;0.0;0.997
@20260609_104635_238_accel_adxl375.csv@735400808;0.0;0.0;1.083
@20260609_104635_238_accel_adxl375.csv@735450992;0.0;0.0;1.093
@20260609_104635_238_accel_adxl375.csv@735500816;0.0;0.0;1.115
@20260609_104635_238_accel_adxl375.csv@735551139;0.0;0.0;1.12
@20260609_104635_238_accel_adxl375.csv@735600808;0.0;0.0;1.01
@20260609_104635_238_accel_adxl375.csv@735644051;0.0;0.0;0.991
@20260609_104635_238_accel_adxl375.csv@735690960;0.0;0.0;1.122
@20260609_104635_238_accel_adxl375.csv@735740801;0.0;0.0;1.097
@20260609_104635_238_accel_adxl375.csv@735790976;0.0;0.0;0.969
@20260609_104635_238_accel_adxl375.csv@735838760;0.0;0.0;0.951
@20260609_104635_238_accel_adxl375.csv@735881649;0.0;0.0;1.097
@20260609_104635_238_accel_adxl375.csv@735930973;0.0;0.0;1.059
@20260609_104635_238_accel_adxl375.csv@735980846;0.0;0.0;0.981
@20260609_104635_238_accel_adxl375.csv@736030948;0.0;0.0;0.974
@20260609_104635_238_accel_adxl375.csv@736080972;0.0;0.0;0.974
@20260609_104635_238_accel_adxl375.csv@736130971;0.0;0.0;1.073
@20260609_104635_238_accel_adxl375.csv@736174040;0.0;0.0;1.144
@20260609_104635_238_accel_adxl375.csv@736220821;0.0;0.0;1.098
@20260609_104635_238_accel_adxl375.csv@736270964;0.0;0.0;0.946
@20260609_104635_238_accel_adxl375.csv@736320857;0.0;0.0;0.948
@20260609_104635_238_accel_adxl375.csv@736370981;0.0;0.0;1.113
@20260609_104635_238_accel_adxl375.csv@736420871;0.0;0.0;1.008
@20260609_104635_238_accel_adxl375.csv@736470943;0.0;0.0;1.137
@20260609_104635_238_accel_adxl375.csv@736520865;0.0;0.0;1.009
@20260609_104635_238_accel_adxl375.csv@736570939;0.0;0.0;1.013
@20260609_104635_238_accel_adxl375.csv@736620849;0.0;0.0;1.084
@20260609_104635_238_accel_adxl375.csv@736670961;0.0;0.0;1.064
@20260609_104635_238_accel_adxl375.csv@736719440;0.0;0.0;0.963
@20260609_104635_238_accel_adxl375.csv@736770977;0.0;0.0;1.012
@20260609_104635_238_accel_adxl375.csv@736814315;0.0;0.0;1.027
@20260609_104635_238_accel_adxl375.csv@736891076;0.0;0.0;1.129
@20260609_104635_238_accel_adxl375.csv@736941001;0.0;0.0;1.082
@20260609_104635_238_accel_adxl375.csv@736990957;0.0;0.0;1.097
@20260609_104635_238_accel_adxl375.csv@737034050;0.0;0.0;1.138
@20260609_104635_238_accel_adxl375.csv@737080847;0.0;0.0;1.012
@20260609_104635_238_accel_adxl375.csv@737131000;0.0;0.0;1.118
@20260609_104635_238_accel_adxl375.csv@737180880;0.0;0.0;0.988
@20260609_104635_238_accel_adxl375.csv@737230967;0.0;0.0;1.025
@20260609_104635_238_accel_adxl375.csv@737280867;0.0;0.0;0.991
@20260609_104635_238_accel_adxl375.csv@737330987;0.0;0.0;1.113
@20260609_104635_238_accel_adxl375.csv@737380920;0.0;0.0;1.042
@20260609_104635_238_accel_adxl375.csv@737430950;0.0;0.0;1.026
@20260609_104635_238_accel_adxl375.csv@737480875;0.0;0.0;0.968
@20260609_104635_238_accel_adxl375.csv@737531007;0.0;0.0;1.086
@20260609_104635_238_accel_adxl375.csv@737581000;0.0;0.0;0.981
@20260609_104635_238_accel_adxl375.csv@737630930;0.0;0.0;0.949
@20260609_104635_238_accel_adxl375.csv@737674243;0.0;0.0;0.96
@20260609_104635_238_accel_adxl375.csv@737720802;0.0;0.0;0.948
@20260609_104635_238_accel_adxl375.csv@737770974;0.0;0.0;0.964
@20260609_104635_238_accel_adxl375.csv@737820875;0.0;0.0;0.985
@20260609_104635_238_accel_adxl375.csv@737870937;0.0;0.0;1.041
@20260609_104635_238_accel_adxl375.csv@737941164;0.0;0.0;0.973
@20260609_104635_238_accel_adxl375.csv@737984050;0.0;0.0;0.949
@20260609_104635_238_accel_adxl375.csv@738030961;0.0;0.0;1.05
@20260609_104635_238_accel_adxl375.csv@738080830;0.0;0.0;1.053
@20260609_104635_238_accel_adxl375.csv@738131027;0.0;0.0;0.943
@20260609_104635_238_accel_adxl375.csv@738180826;0.0;0.0;1.091
@20260609_104635_238_accel_adxl375.csv@738230989;0.0;0.0;1.004
@20260609_104635_238_accel_adxl375.csv@738280834;0.0;0.0;0.939
@20260609_104635_238_accel_adxl375.csv@738330991;0.0;0.0;1.123
@20260609_104635_238_accel_adxl375.csv@738380832;0.0;0.0;1.012
@20260609_104635_238_accel_adxl375.csv@738430995;0.0;0.0;0.993
@20260609_104635_238_accel_adxl375.csv@738480820;0.0;0.0;1.001
@20260609_104635_238_accel_adxl375.csv@738530996;0.0;0.0;1.132
@20260609_104635_238_accel_adxl375.csv@738580821;0.0;0.0;1.074
@20260609_104635_238_accel_adxl375.csv@738631112;0.0;0.0;0.985
@20260609_104635_238_accel_adxl375.csv@738680816;0.0;0.0;1.001
@20260609_104635_238_accel_adxl375.csv@738724253;0.0;0.0;1.037
@20260609_104635_238_accel_adxl375.csv@738770940;0.0;0.0;0.978
@20260609_104635_238_accel_adxl375.csv@738820800;0.0;0.0;0.961
